id	name	smiles	MolWt	CalcLogP	TPSA	NumHAcceptors	NumHDonors	NumRotatableBonds	FractionCSP3	NumValenceElectrons	NumHeavyAtoms	RingCount	NumAromaticRings	NumAliphaticRings	NumHeteroatoms	NumHalogens
MUSR354534	Sumatriptan	O=S(=O)(NC)Cc1cc2c(cc1)[nH]cc2CCN(C)C	295.408	1.3212	65.2	3	2	6	0.42857142857142855	110	20	2	2	0	6	0
MUFN989698	Propylene oxide	CC1CO1	58.08	0.4051	12.53	1	0	0	1.0	24	4	1	0	1	1	0
MUQE911105	Barium hydroxide	[Ba+2].[OH-].[OH-]	171.342	-0.7343999999999999	60.0	2	0	0	0.0	16	3	0	0	0	3	0
MUOP181190	Hydrobromic acid	[OH3+].[Br-]	98.92699999999999	-3.9179	33.0	0	0	0	0.0	16	2	0	0	0	2	1
MUHX213124	Coniine	CCCC1CCCCN1	127.23100000000001	1.9286	12.03	1	1	2	1.0	54	9	1	0	1	1	0
MUJF335185	Coniine	N1[C@@H](CCC)CCCC1	127.23100000000001	1.9285999999999999	12.03	1	1	2	1.0	54	9	1	0	1	1	0
MUAI693982	Coniine	N1[C@H](CCC)CCCC1	127.23100000000001	1.9285999999999999	12.03	1	1	2	1.0	54	9	1	0	1	1	0
MUFG247970	Rosiglitazone	O=C1NC(=O)SC1Cc3ccc(OCCN(c2ncccc2)C)cc3	357.435	2.490900000000001	71.53	6	1	7	0.2777777777777778	130	25	3	2	1	7	0
MURJ788536	Pioglitazone	O=C1NC(=O)SC1Cc3ccc(OCCc2ncc(cc2)CC)cc3	356.44700000000006	3.159600000000002	68.29	5	1	7	0.3157894736842105	130	25	3	2	1	6	0
MUPY084652	Tyramine	Oc1ccc(cc1)CCN	137.182	0.8934	46.25	2	2	2	0.25	54	10	1	1	0	2	0
MULK655965	Cathine	O[C@@H](c1ccccc1)[C@@H](N)C	151.20899999999995	1.0672000000000001	46.25	2	2	2	0.3333333333333333	60	11	1	1	0	2	0
MUMX601365	Cathinone	O=C(c1ccccc1)[C@@H](N)C	149.19299999999996	1.2165000000000001	43.09	2	1	2	0.2222222222222222	58	11	1	1	0	2	0
MUON965599	Perchlorate	[O-][Cl+3]([O-])([O-])[O-]	99.449	-4.756	92.24	4	0	0	0.0	32	5	0	0	0	5	1
MURL485984	Ethanethiol	CCS	62.137	0.9360999999999999	0.0	1	1	0	1.0	20	3	0	0	0	1	0
MUUB336119	Fucoxanthin	CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)OC(=O)C)(C)C	658.9200000000002	8.692200000000007	96.36000000000001	6	2	11	0.5476190476190477	262	48	3	0	3	6	0
MUCU681889	Puromycin	O=C(N[C@@H]3[C@H](O[C@@H](n2cnc1c2ncnc1N(C)C)[C@@H]3O)CO)[C@@H](N)Cc4ccc(OC)cc4	471.51800000000026	-0.793699999999997	160.88	11	4	8	0.45454545454545453	182	34	4	3	1	12	0
MUNH794889	Phenylpropanolamine	O[C@H](c1ccccc1)[C@@H](N)C	151.20899999999995	1.0672000000000001	46.25	2	2	2	0.3333333333333333	60	11	1	1	0	2	0
MUMI993283	Ciglitazone	O=C1NC(=O)SC1Cc3ccc(OCC2(C)CCCCC2)cc3	333.45300000000015	3.9299000000000035	55.400000000000006	4	1	5	0.5555555555555556	124	23	3	1	2	5	0
MUYE767095	Fenobucarb	CNC(=O)Oc1ccccc1C(C)CC	207.27299999999997	2.9183000000000012	38.33	2	1	3	0.4166666666666667	82	15	1	1	0	3	0
MUIU172405	Pethidine	CCOC(=O)C1(c2ccccc2)CCN(C)CC1	247.33799999999994	2.2131	29.54	3	0	3	0.5333333333333333	98	18	2	1	1	3	0
MUGF438568	Nitrobenzene	c1ccc(cc1)[N+](=O)[O-]	123.11099999999998	1.5947999999999998	43.14	2	0	1	0.0	46	9	1	1	0	3	0
MUTV748522	Triclopyr	ClC1=C(OCC(O)=O)N=C(Cl)C(Cl)=C1	256.472	2.5052000000000003	59.42	3	1	3	0.14285714285714285	76	14	1	1	0	7	3
MUGN052462	Phenylthiocarbamide	C1=CC=C(C=C1)NC(=S)N	152.22199999999998	1.3420999999999996	38.05	1	2	1	0.0	52	10	1	1	0	3	0
MUTO746009	Copper phthalocyanine	C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C=CC=CC6=C([N-]5)N=C7C8=CC=CC=C8C(=N7)N=C2[N-]3)C9=CC=CC=C94.[Cu+2]	576.0820000000002	6.124900000000005	105.53999999999999	6	0	0	0.0	195	41	9	7	2	9	0
MUKW580365	Pyrroloquinoline quinone	c1c2c([nH]c1C(=O)O)-c3c(cc(nc3C(=O)C2=O)C(=O)O)C(=O)O	330.208	0.5503	174.71999999999997	6	4	3	0.0	120	24	3	2	1	10	0
MUAH264410	Aciclovir	O=C2/N=C(\Nc1n(cnc12)COCCO)N	225.20799999999994	-1.3318	119.05	7	3	4	0.375	86	16	2	2	0	8	0
MUMV781013	Ergoline	[H][C@@]34Cc1c[nH]c2cccc(c12)[C@@]3([H])CCCN4	212.29599999999994	2.5595999999999997	27.82	1	2	0	0.42857142857142855	82	16	4	2	2	2	0
MUNR901177	Lysergic acid	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)O	268.316	2.1222	56.33	2	2	1	0.3125	102	20	4	2	2	4	0
MUYM504227	Ergotamine	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C	581.673	1.9908000000000006	118.21000000000001	6	3	4	0.42424242424242425	222	43	8	3	5	10	0
MUGL254533	Edrophonium	[Cl-].Oc1cccc(c1)[N+](C)(CC)C	201.69699999999995	-1.0169999999999986	20.23	1	1	2	0.4	74	13	1	1	0	3	1
MUKC510587	Pilocarpine	O=C2OC[C@H](Cc1n(cnc1)C)[C@@H]2CC	208.26099999999997	1.1618000000000002	44.120000000000005	4	0	3	0.6363636363636364	82	15	2	1	1	4	0
MURX376203	Bromocriptine	BrC1=C(C[C@H]2N(C)C3)C4=C(C=CC=C4C2=C[C@H]3C(N[C@]5(C(C)C)O[C@@]6(N([C@@H](CC(C)C)C(N7CCC[C@H]76)=O)C5=O)O)=O)N1	654.6060000000002	3.1928000000000014	118.21000000000001	6	3	5	0.59375	230	43	7	2	5	11	1
MUVI443234	Pergolide	[H][C@]12C[C@@H](CSC)CN(CCC)[C@]1([H])Cc3c[nH]c4cccc2c34	314.49800000000005	4.271100000000003	19.03	2	1	4	0.5789473684210527	118	22	4	2	2	3	0
MUTL774469	Hydroiodic acid	[OH3+].[I-]	145.927	-3.9179	33.0	0	0	0	0.0	16	2	0	0	0	2	1
MUXL723601	Potassium cyanide	[K+].[C-]#N	65.116	-2.8996299999999997	23.79	1	0	0	0.0	10	3	0	0	0	2	0
MUUL972897	Carnosine	c1c(nc[nH]1)C[C@@H](C(=O)O)NC(=O)CCN	226.23599999999996	-1.129599999999999	121.10000000000001	4	4	6	0.4444444444444444	88	16	1	1	0	7	0
MUNF462256	Carnosine	O=C(O)C(NC(=O)CCN)Cc1c[nH]cn1	226.236	-1.129599999999999	121.10000000000001	4	4	6	0.4444444444444444	88	16	1	1	0	7	0
MUMJ943828	Sodium hexametaphosphate	[O-]P1(=O)OP(=O)([O-])OP(=O)([O-])OP(=O)(OP(=O)(OP(=O)(O1)[O-])[O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	611.7660000000002	-21.066	296.15999999999997	18	0	0	0.0	144	30	1	0	1	30	0
MUSN713968	Dofetilide	O=S(=O)(Nc1ccc(cc1)CCN(CCOc2ccc(cc2)NS(=O)(=O)C)C)C	441.5750000000001	1.9828999999999999	104.81	6	2	11	0.3684210526315789	160	29	2	2	0	10	0
MUYI694915	Prednisolone	O=C\1\C=C/[C@]4(/C(=C/1)CC[C@@H]2[C@@H]4[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@@H]23)C)C	360.4500000000002	1.5575999999999997	94.83	5	3	2	0.7142857142857143	142	26	4	0	4	5	0
MURV189112	Atorvastatin	O=C(O)C[C@H](O)C[C@H](O)CCn2c(c(c(c2c1ccc(F)cc1)c3ccccc3)C(=O)Nc4ccccc4)C(C)C	558.6500000000001	6.313600000000005	111.78999999999999	5	4	12	0.2727272727272727	214	41	4	4	0	8	1
MUAD090200	Simvastatin	O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC	418.57400000000024	4.585600000000005	72.83	5	1	6	0.76	168	30	3	0	3	5	0
MUYM559688	Clindamycin	Cl[C@@H](C)[C@@H](NC(=O)[C@H]1N(C)C[C@H](CCC)C1)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O	424.99100000000004	0.38950000000000023	102.26000000000002	7	4	7	0.9444444444444444	158	27	2	0	2	9	1
MURE100953	Fluvastatin	O=C(O)C[C@H](O)C[C@H](O)/C=C/c2c(c1ccccc1n2C(C)C)c3ccc(F)cc3	411.4730000000001	4.628100000000003	82.69	4	3	8	0.2916666666666667	158	30	3	3	0	6	1
MUFR553765	Rosuvastatin	OC(=O)C[C@H](O)C[C@H](O)\C=C\c1c(C(C)C)nc(N(C)S(=O)(=O)C)nc1c2ccc(F)cc2	481.54600000000016	2.401700000000001	140.92000000000002	7	3	10	0.4090909090909091	180	33	2	2	0	11	1
MUAV609722	Pravastatin	O=C(O)C[C@H](O)C[C@H](O)CC[C@H]2[C@H](/C=C\C1=C\[C@@H](O)C[C@H](OC(=O)[C@@H](C)CC)[C@@H]12)C	424.5340000000002	2.4404000000000003	124.29000000000002	6	4	10	0.7391304347826086	170	30	2	0	2	7	0
MUYP995228	Lovastatin	O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC	404.5470000000002	4.195500000000004	72.83	5	1	6	0.75	162	29	3	0	3	5	0
MUGF702700	Cerivastatin	O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(nc(c(c1c2ccc(F)cc2)COC)C(C)C)C(C)C	459.5580000000002	4.8807000000000045	99.88000000000001	5	3	11	0.46153846153846156	180	33	2	2	0	7	1
MUTR556432	Tretinoin	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	300.44200000000006	5.602600000000005	37.3	1	1	5	0.45	120	22	1	0	1	2	0
MUIB834916	Blepharisma	CC(C)C1=C(C2=C3C4=C5C6=C(C(=CC(=C6C(C7=C(C=C(C(=C74)C(=O)C3=C1O)O)O)C8=CC=C(C=C8)O)O)O)C(=O)C9=C(C(=C(C2=C59)O)C(C)C)O)O	698.6800000000002	7.292600000000008	216.20999999999998	11	9	3	0.17073170731707318	260	52	9	8	1	11	0
MUQD359407	Quinidine	O(c4cc1c(nccc1[C@H](O)[C@@H]2N3CC[C@@H](C2)[C@@H](/C=C)C3)cc4)C	324.4240000000001	3.1732000000000014	45.59	4	1	4	0.45	126	24	5	2	3	4	0
MUAZ728559	Omethoate	O=C(NC)CSP(=O)(OC)OC	213.19499999999996	0.8664999999999998	64.63000000000001	5	1	5	0.8	72	12	0	0	0	7	0
MUSS280122	Amlodipine	Clc1ccccc1C2/C(C(=O)OC)=C(/C)N/C(COCCN)=C2/C(=O)OCC	408.8820000000003	2.2662999999999993	99.88000000000001	7	2	8	0.4	152	28	2	1	1	8	1
MUGE174547	Fenvalerate	Clc1ccc(cc1)C(C(=O)OC(C#N)c3cccc(Oc2ccccc2)c3)C(C)C	419.90800000000013	6.679980000000004	59.32000000000001	4	0	7	0.2	152	30	3	3	0	5	1
MUGD818800	Atomoxetine	CC1=C(C=CC=C1)O[C@H](CCNC)C2=CC=CC=C2	255.361	3.7246200000000025	21.259999999999998	2	1	6	0.29411764705882354	100	19	2	2	0	2	0
MUEU099962	Midazolam	ClC1=CC=C2C(C(C3=CC=CC=C3F)=NCC4=CN=C(C)N42)=C1	325.77400000000006	4.324220000000002	30.18	3	0	1	0.1111111111111111	114	23	4	3	1	5	2
MUFT358953	Estriol	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O	288.387	2.5800000000000023	60.69	3	3	0	0.6666666666666666	114	21	4	1	3	3	0
MUSZ978353	Phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	178.23399999999998	3.993000000000002	0.0	0	0	0	0.0	66	14	3	3	0	0	0
MUAZ133692	Rofecoxib	O=C2OCC(=C2\c1ccccc1)\c3ccc(cc3)S(=O)(=O)C	314.3620000000001	2.5577000000000005	60.440000000000005	4	0	3	0.11764705882352941	112	22	3	2	1	5	0
MUQY824182	Celecoxib	c1cc(C)ccc1c2cc(C(F)(F)F)nn2c3ccc(cc3)S(=O)(=O)N	381.379	3.5139200000000015	77.98	4	1	3	0.11764705882352941	136	26	3	3	0	9	3
MUTI450181	Valdecoxib	O=S(=O)(N)c3ccc(c2c(onc2c1ccccc1)C)cc3	314.36600000000004	2.9644200000000014	86.19	4	1	3	0.0625	112	22	3	3	0	6	0
MUSN652135	Vardenafil	O=C2\N=C(/Nn1c(nc(c12)C)CCC)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4	488.6140000000004	2.0704199999999995	112.89999999999998	8	1	8	0.5217391304347826	184	34	4	3	1	11	0
MULS474824	Coronene	c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67	300.36000000000007	6.919200000000002	0.0	0	0	0	0.0	108	24	7	7	0	0	0
MUZQ297379	Pantoprazole	FC(F)Oc1ccc2[nH]c(nc2c1)S(=O)Cc3nccc(OC)c3OC	383.37600000000015	2.8843000000000014	86.33000000000001	6	1	7	0.25	138	26	3	3	0	10	2
MUKU248947	Methyl ethyl ketone peroxide	CCC(C)(OO)OOC(C)(CC)OO	210.22599999999994	2.1662	77.38000000000001	6	2	7	1.0	86	14	0	0	0	6	0
MUTX915254	Diethylhydroxylamine	CCN(O)CC	89.138	0.7174	23.47	2	1	2	1.0	38	6	0	0	0	2	0
MUCA953220	Permethrin	Cl/C(Cl)=C/C3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C	391.2940000000001	6.113300000000004	35.53	3	0	6	0.2857142857142857	136	26	3	2	1	5	2
MUWH214210	Amiodarone	CCN(CC)CCOc1c(I)cc(cc1I)C(=O)c2c3ccccc3oc2CCCC	645.319	6.936200000000006	42.68	4	0	11	0.4	166	31	3	3	0	6	2
MUHW601061	Anthraquinone	O=C1c2ccccc2C(=O)c3ccccc13	208.21599999999998	2.4620000000000006	34.14	2	0	0	0.0	76	16	3	2	1	2	0
MUFD496280	Dapsone	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	248.307	1.6838000000000002	86.17999999999999	4	2	2	0.0	88	17	2	2	0	5	0
MUUE714170	Pentane	CCCCC	72.151	2.1965000000000003	0.0	0	0	2	1.0	32	5	0	0	0	0	0
MUHP237894	Doxycycline	CN(C)[C@@H]3C(\O)=C(\C(N)=O)C(=O)[C@@]4(O)C(/O)=C2/C(=O)c1c(cccc1O)[C@H](C)[C@H]2[C@H](O)[C@@H]34	444.4400000000001	-0.3475999999999985	181.61999999999998	9	6	2	0.4090909090909091	170	32	4	1	3	10	0
MUWP683730	Oleic acid	CCCCCCCC\C=C/CCCCCCCC(O)=O	282.4679999999999	6.1085000000000065	37.3	1	1	15	0.8333333333333334	118	20	0	0	0	2	0
MUUZ235155	Carbaryl	CNC(=O)Oc1c2ccccc2ccc1	201.225	2.5580000000000007	38.33	2	1	1	0.08333333333333333	76	15	2	2	0	3	0
MUQQ995637	Chlorphenamine	Clc1ccc(cc1)C(c2ncccc2)CCN(C)C	274.795	3.8186000000000027	16.130000000000003	2	0	5	0.3125	100	19	2	2	0	3	1
MUJB106607	Diazomethane	N#[N+]-[C-]	40.025	0.38507	28.15	1	0	0	0.0	14	3	0	0	0	2	0
MUVR178558	Diazomethane	[N-]=[N+]=[C]	40.025	-0.3292	36.400000000000006	0	0	0	0.0	14	3	0	0	0	2	0
MUIR532521	Desflurane	FC(F)(F)C(F)OC(F)F	168.036	2.0835	9.23	1	0	2	1.0	62	10	0	0	0	7	6
MUOG496802	Erythritol	C([C@H]([C@H](CO)O)O)O	122.11999999999996	-2.3072	80.92	4	4	3	1.0	50	8	0	0	0	4	0
MUKS236764	Abscisic acid	OC(=O)\C=C(\C)/C=C/[C@@]1(O)C(C)=CC(=O)CC1(C)C	264.32099999999997	2.2499000000000002	74.6	3	2	3	0.4666666666666667	104	19	1	0	1	4	0
MUKI109093	Azulene	c1cccc2cccc2c1	128.17399999999998	2.791400000000001	0.0	0	0	0	0.0	48	10	2	0	2	0	0
MUXL864875	Cytarabine	O=C1/N=C(/N)\C=C/N1[C@@H]2O[C@@H]([C@@H](O)[C@@H]2O)CO	243.219	-2.5629999999999993	130.83	8	4	2	0.5555555555555556	94	17	2	1	1	8	0
MUCB159797	Levonorgestrel	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34	312.45300000000003	3.8826000000000036	37.3	2	1	1	0.7619047619047619	124	23	4	0	4	2	0
MUET497298	Azithromycin	CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]3O	748.9960000000002	1.9007000000000054	180.07999999999998	14	5	7	0.9736842105263158	306	52	3	0	3	14	0
MUNT099852	Trisodium citrate	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]	258.069	-14.240600000000002	140.61999999999998	7	1	5	0.5	74	16	0	0	0	10	0
MUWH552853	Calcium citrate	[Ca+2].[Ca+2].[Ca+2].O=C([O-])CC(O)(C([O-])=O)CC(=O)[O-].[O-]C(=O)C(O)(CC([O-])=O)CC([O-])=O	498.4320000000004	-11.647600000000004	281.23999999999995	14	2	10	0.5	148	29	0	0	0	17	0
MUUT932345	Ninhydrin	O=C2c1ccccc1C(=O)C2(O)O	178.14299999999997	-0.2535	74.60000000000001	4	2	0	0.1111111111111111	66	13	2	1	1	4	0
MUAX319404	Amido black 10B	[Na+].[Na+].O=N(=O)c1ccc(cc1)/N=N/c2c(N)c4c(cc2S([O-])(=O)=O)cc(c(/N=N/c3ccccc3)c4O)S([O-])(=O)=O	616.5010000000003	-1.3171999999999973	253.23	14	2	7	0.0	200	41	4	4	0	19	0
MUMI440969	Levetiracetam	O=C1N([C@H](C(=O)N)CC)CCC1	170.21199999999996	-0.12730000000000086	63.400000000000006	2	1	3	0.75	68	12	1	0	1	4	0
MUDU444984	Piracetam	O=C1N(CC(=O)N)CCC1	142.158	-0.9059000000000004	63.400000000000006	2	1	2	0.6666666666666666	56	10	1	0	1	4	0
MUBY504886	Neotame	CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC	378.4690000000001	1.756	104.73	5	3	10	0.55	150	27	1	1	0	7	0
MUJI077753	Parathion	S=P(Oc1ccc(cc1)[N+]([O-])=O)(OCC)OCC	291.26500000000004	3.2711000000000015	70.83	6	0	7	0.4	100	18	1	1	0	8	0
MUIK459575	2C-C	COc1cc(CCN)c(cc1Cl)OC	215.68	1.8584	44.480000000000004	3	1	4	0.4	78	14	1	1	0	4	1
MUSZ403658	2C-D	O(c1cc(c(OC)cc1CCN)C)C	195.26199999999994	1.51342	44.480000000000004	3	1	4	0.45454545454545453	78	14	1	1	0	3	0
MUFK595080	2C-T-21	COc1cc(SCCF)c(cc1CCN)OC	259.34599999999995	2.2665999999999995	44.480000000000004	4	1	7	0.5	96	17	1	1	0	5	1
MUSB337958	2,5-Dimethoxy-4-methylamphetamine	O(c1cc(c(OC)cc1C[C@H](N)C)C)C	209.28899999999996	1.90192	44.480000000000004	3	1	4	0.5	84	15	1	1	0	3	0
MUBQ496180	2,5-Dimethoxy-4-bromoamphetamine	CC(CC1=CC(=C(C=C1OC)Br)OC)N	274.15799999999996	2.356	44.480000000000004	3	1	4	0.45454545454545453	84	15	1	1	0	4	1
MUFN642338	Fludrocortisone	O=C(CO)[C@]3(O)[C@]2(C[C@H](O)[C@]4(F)[C@@]1(/C(=C\C(=O)CC1)CC[C@H]4[C@@H]2CC3)C)C	380.45600000000024	1.8736999999999995	94.83000000000001	5	3	2	0.8095238095238095	150	27	4	0	4	6	1
MUYW086665	3,4-Methylenedioxyamphetamine	NC(C)CC1=CC2=C(C=C1)OCO2	179.21899999999997	1.3049999999999997	44.480000000000004	3	1	2	0.4	70	13	2	1	1	3	0
MUGM164742	Frovatriptan	CN[C@@H]3CCc2[nH]c1ccc(C(N)=O)cc1c2C3	243.30999999999997	1.3435	70.91	2	3	2	0.35714285714285715	94	18	3	2	1	4	0
MUOB768945	Tannic acid	Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1	1701.2060000000008	4.838100000000021	777.9800000000005	46	25	21	0.07894736842105263	632	122	11	10	1	46	0
MUOD945840	Lithium orotate	[Li+].O=C([O-])\C1=C\C(=O)NC(=O)N1	162.03	-5.569299999999999	105.85	4	2	1	0.0	58	12	1	1	0	7	0
MUQP411597	Aztreonam	O=S(=O)(O)N2C(=O)[C@@H](NC(=O)C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)N)[C@@H]2C	435.44000000000017	-1.1724999999999985	201.58	10	4	7	0.46153846153846156	154	28	2	1	1	15	0
MUHK266815	Zinc pyrithione	c1cc[n+]2c(c1)S[Zn-2]3(O2)O[n+]4ccccc4S3	317.71000000000004	0.8442999999999998	26.22	4	0	0	0.0	84	17	4	2	2	7	0
MUKA648003	Zinc pyrithione	[O+]01[n+]2ccccc2S[Zn-3]03(O[n+]4ccccc4S3)[O+]5[n+]6ccccc6S[Zn-3]157O[n+]8ccccc8S7	635.4200000000001	2.3908000000000005	39.38	6	0	0	0.0	168	34	9	4	5	14	0
MUQF825700	Para-Azoxyanisole	COc2ccc(\N=[N+](/[O-])c1ccc(OC)cc1)cc2	258.277	3.629500000000002	56.89	4	0	4	0.14285714285714285	98	19	2	2	0	5	0
MUYV218077	AP5	O=P(O)(O)CCC[C@@H](N)C(=O)O	197.127	-0.6438000000000001	120.85000000000001	3	4	5	0.8	72	12	0	0	0	7	0
MUQM461313	Carisoprodol	O=C(N)OCC(C)(CCC)COC(=O)NC(C)C	260.334	2.0226999999999995	90.65	4	2	7	0.8333333333333334	106	18	0	0	0	6	0
MUWZ034857	Potassium benzoate	[K+].[O-]C(=O)c1ccccc1	160.213	-2.945899999999998	40.129999999999995	2	0	1	0.0	46	10	1	1	0	3	0
MUTJ183707	Dicofol	Clc1ccc(cc1)C(O)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl	370.49	5.599500000000002	20.23	1	1	2	0.14285714285714285	106	20	2	2	0	6	5
MUFA956724	Β-Alanine	O=C(O)CCN	89.09400000000002	-0.5802	63.31999999999999	2	2	2	0.6666666666666666	36	6	0	0	0	3	0
MUHS385610	Hydrogen peroxide–urea	O=C(N)N.OO	94.06999999999998	-0.9587999999999997	109.57000000000001	3	4	0	0.0	38	6	0	0	0	5	0
MUDL970940	Enalapril	O=C(O)[C@H]2N(C(=O)[C@@H](N[C@H](C(=O)OCC)CCc1ccccc1)C)CCC2	376.4530000000001	1.6046000000000005	95.94000000000001	5	2	9	0.55	148	27	2	1	1	7	0
MUGH582521	Atenolol	O=C(N)Cc1ccc(cc1)OCC(O)CNC(C)C	266.341	0.4520999999999998	84.58000000000001	4	3	8	0.5	106	19	1	1	0	5	0
MUWN696405	Nitrofurantoin	O=[N+]([O-])c2oc(/C=N/N1C(=O)NC(=O)C1)cc2	238.159	0.07349999999999995	118.04999999999998	6	1	3	0.125	88	17	2	1	1	9	0
MURL564584	Oxalate	C(=O)(C(=O)[O-])[O-]	88.018	-3.5138000000000003	80.26	4	0	0	0.0	34	6	0	0	0	4	0
MUNV384758	Denatonium	[O-]C(=O)c1ccccc1.Cc2cccc(C)c2NC(=O)C[N+](CC)(CC)Cc3ccccc3	446.59100000000024	4.348840000000004	69.22999999999999	3	1	8	0.2857142857142857	174	33	3	3	0	5	0
MUMH047881	Nifedipine	O=C(OC)\C1=C(\N/C(=C(/C(=O)OC)C1c2ccccc2[N+]([O-])=O)C)C	346.3390000000001	2.1756	107.77000000000001	7	1	4	0.29411764705882354	132	25	2	1	1	8	0
MUIJ222589	Potassium bitartrate	[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O.[K+]	188.176	-6.453299999999999	117.89000000000001	5	3	3	0.5	58	11	0	0	0	7	0
MUOO744800	Roxithromycin	O=C3O[C@H](CC)[C@](O)(C)[C@H](O)[C@H](\C(=N\OCOCCOC)[C@H](C)C[C@](O)(C)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@H]3C)C)C	837.0580000000002	2.209600000000009	216.88999999999996	17	5	13	0.9512195121951219	340	58	3	0	3	17	0
MUPV199958	Dantrolene	[O-][N+](=O)c3ccc(c2oc(C=NN1C(=O)NC(=O)C1)cc2)cc3	314.25700000000006	1.7404999999999997	118.04999999999998	6	1	4	0.07142857142857142	116	23	3	2	1	9	0
MUIA756195	Telithromycin	O=C2[C@@H]([C@@H](O[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C)[C@@](OC)(C)C[C@H](C(=O)[C@H](C)[C@H]3N(C(=O)O[C@]3(C)[C@H](OC(=O)[C@@H]2C)CC)CCCCn4cc(nc4)c5cccnc5)C)C	812.0179999999997	4.929200000000006	171.85000000000002	14	1	11	0.7209302325581395	322	58	5	2	3	15	0
MUSQ647337	Methyltestosterone	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C	302.45799999999997	4.269300000000004	37.3	2	1	0	0.85	122	22	4	0	4	2	0
MUVP551282	Diltiazem	O=C2N(c3c(S[C@@H](c1ccc(OC)cc1)[C@H]2OC(=O)C)cccc3)CCN(C)C	414.5270000000002	3.368500000000002	59.080000000000005	6	0	6	0.36363636363636365	154	29	3	2	1	7	0
MUAJ006916	Clonazepam	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	315.716	3.037700000000001	84.6	4	1	2	0.06666666666666667	110	22	3	2	1	7	1
MUGT389660	Thorium dioxide	O=[Th]=O	264.036	-0.2376	34.14	2	0	0	0.0	16	3	0	0	0	3	0
MUSU366567	Indapamide	O=S(=O)(N)c1c(Cl)ccc(c1)C(=O)NN3c2ccccc2CC3C	365.84200000000016	2.0834	92.49999999999999	4	2	3	0.1875	126	24	3	2	1	8	1
